Origem,Destino,Companhia Aérea,Tipo de Aeronave,Atraso (min),Tempo de Voo (min),Cancelado,Número de Passageiros,Combustível Estimado (litros)
Recife,Fortaleza,Avianca,Boeing 777,0,136,Não,98,8888.15
Curitiba,Salvador,Azul,Airbus A330,66,143,Não,111,1128.4
Fortaleza,Brasília,Gol,Airbus A320,0,221,Não,50,14115.44
Belo Horizonte,Rio de Janeiro,Gol,Airbus A330,116,186,Não,129,7211.6
São Paulo,Recife,Avianca,Embraer 195,0,137,Não,250,11720.15
Recife,Brasília,Gol,Airbus A320,0,185,Sim,205,6694.8
Fortaleza,Brasília,Avianca,Boeing 737,0,55,Não,217,8078.69
Salvador,Curitiba,LATAM,Airbus A330,0,141,Não,160,3156.97
Rio de Janeiro,Brasília,Gol,Boeing 777,0,115,Não,230,10786.52
Belo Horizonte,São Paulo,Gol,Boeing 777,0,112,Não,127,3621.4
Curitiba,Brasília,LATAM,Airbus A330,0,123,Não,108,8532.2
Brasília,Salvador,Avianca,Boeing 777,91,114,Não,113,3755.56
Fortaleza,Belo Horizonte,LATAM,Airbus A320,0,58,Não,99,3126.22
Salvador,Curitiba,Gol,Airbus A330,70,126,Não,232,13807.55
Recife,Brasília,Avianca,Embraer 195,47,187,Sim,71,13253.6
Fortaleza,Belo Horizonte,LATAM,Airbus A330,105,198,Não,150,8107.13
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,151,77,Não,96,8306.35
Rio de Janeiro,Recife,Avianca,Boeing 737,0,92,Não,155,7870.59
Fortaleza,Brasília,Azul,Boeing 777,0,47,Não,211,3910.3
São Paulo,Brasília,Gol,Airbus A330,0,170,Não,105,3680.46
Brasília,Recife,LATAM,Airbus A330,0,170,Não,96,10642.02
Recife,Rio de Janeiro,Avianca,Embraer 195,0,222,Sim,73,13171.11
Belo Horizonte,Brasília,Avianca,Airbus A320,0,131,Não,169,1887.92
Salvador,Recife,Azul,Airbus A330,0,120,Não,115,11577.1
São Paulo,Brasília,Gol,Airbus A330,0,132,Não,92,14210.51
Belo Horizonte,São Paulo,LATAM,Embraer 195,177,87,Não,111,10231.63
São Paulo,Belo Horizonte,Gol,Boeing 777,0,109,Não,62,3413.89
São Paulo,Brasília,Gol,Boeing 777,0,60,Não,115,14888.66
São Paulo,Salvador,Azul,Boeing 737,135,93,Não,191,3590.6
Rio de Janeiro,Fortaleza,Azul,Airbus A320,0,98,Não,227,8502.82
Salvador,Recife,Gol,Airbus A330,0,167,Não,137,3938.42
Rio de Janeiro,São Paulo,LATAM,Boeing 737,161,117,Não,89,10271.18
Fortaleza,Salvador,Azul,Airbus A330,81,200,Não,158,7182.08
Curitiba,São Paulo,Gol,Airbus A320,0,171,Não,75,6621.64
Brasília,Belo Horizonte,Avianca,Airbus A330,151,168,Não,195,12593.06
Salvador,Fortaleza,Gol,Airbus A320,0,65,Não,99,8677.87
Curitiba,Fortaleza,LATAM,Boeing 737,0,72,Não,78,12302.56
São Paulo,Salvador,Gol,Boeing 737,0,231,Não,77,2628.79
Fortaleza,Curitiba,Gol,Boeing 737,0,46,Não,112,4450.53
Rio de Janeiro,Fortaleza,LATAM,Airbus A320,0,149,Não,73,8566.96
Recife,Curitiba,Azul,Airbus A330,0,204,Não,79,5224.27
Belo Horizonte,Fortaleza,Avianca,Airbus A320,0,135,Não,60,2945.43
Rio de Janeiro,Curitiba,Azul,Boeing 777,169,128,Não,217,14695.91
Rio de Janeiro,Salvador,LATAM,Boeing 737,0,206,Não,109,9133.82
Fortaleza,Curitiba,LATAM,Boeing 737,0,119,Não,138,2306.66
Rio de Janeiro,São Paulo,Gol,Boeing 777,0,188,Não,174,12820.9
Curitiba,Brasília,Avianca,Boeing 737,45,148,Não,188,8323.76
Fortaleza,Rio de Janeiro,Avianca,Boeing 737,0,221,Sim,206,5696.1
São Paulo,Fortaleza,Azul,Boeing 777,0,125,Não,88,7506.23
São Paulo,Recife,Avianca,Boeing 737,0,90,Não,83,5757.86
Recife,Rio de Janeiro,LATAM,Airbus A320,0,58,Não,52,1652.32
São Paulo,Salvador,Avianca,Airbus A330,72,193,Não,176,5410.99
Curitiba,Brasília,Gol,Boeing 777,0,170,Não,58,14263.05
Belo Horizonte,Curitiba,LATAM,Embraer 195,0,120,Não,197,6016.02
Salvador,Belo Horizonte,LATAM,Boeing 737,0,228,Não,87,10783.06
Rio de Janeiro,São Paulo,Avianca,Airbus A320,0,125,Não,214,8565.81
Brasília,Salvador,Avianca,Airbus A330,0,111,Não,82,12303.73
Brasília,Belo Horizonte,Avianca,Boeing 737,0,55,Não,145,4855.01
Brasília,São Paulo,Gol,Boeing 777,0,205,Não,68,9545.83
Belo Horizonte,Curitiba,Avianca,Embraer 195,0,82,Não,189,11558.17
Recife,Fortaleza,Avianca,Boeing 777,0,106,Não,123,4652.96
Rio de Janeiro,Salvador,Gol,Airbus A320,0,96,Não,105,1930.06
Fortaleza,Rio de Janeiro,Azul,Boeing 777,0,213,Não,203,12168.67
Brasília,Rio de Janeiro,LATAM,Airbus A320,0,142,Não,196,6781.46
Curitiba,Brasília,Azul,Airbus A320,0,152,Não,86,9006.8
São Paulo,Rio de Janeiro,LATAM,Airbus A330,0,74,Não,226,11607.12
Brasília,Curitiba,Azul,Embraer 195,0,103,Não,163,3005.05
Belo Horizonte,Brasília,LATAM,Boeing 737,0,224,Sim,79,10584.1
Fortaleza,Recife,Azul,Embraer 195,0,134,Não,230,5991.59
Fortaleza,São Paulo,LATAM,Airbus A330,0,230,Não,62,5892.5
Curitiba,Brasília,Azul,Airbus A330,0,189,Não,190,5929.98
Brasília,Belo Horizonte,Avianca,Boeing 777,0,99,Não,167,5480.54
Rio de Janeiro,Fortaleza,LATAM,Boeing 777,0,201,Não,180,2170.17
Curitiba,Rio de Janeiro,LATAM,Embraer 195,0,220,Não,141,1929.48
Belo Horizonte,Brasília,LATAM,Airbus A330,0,150,Não,78,11126.55
Belo Horizonte,Recife,Avianca,Boeing 777,0,94,Não,164,7310.2
Recife,Curitiba,LATAM,Airbus A320,0,216,Não,141,13055.8
São Paulo,Salvador,LATAM,Embraer 195,0,123,Não,196,10178.61
Brasília,Belo Horizonte,Gol,Airbus A330,0,80,Não,60,3675.77
Fortaleza,São Paulo,Azul,Airbus A330,0,180,Não,186,9813.44
São Paulo,Recife,Avianca,Airbus A330,119,133,Não,62,4853.48
Brasília,Curitiba,LATAM,Boeing 777,62,85,Não,94,10893.33
São Paulo,Recife,Gol,Embraer 195,165,226,Não,213,2880.17
Rio de Janeiro,Salvador,Avianca,Embraer 195,111,93,Não,103,11233.74
Fortaleza,Rio de Janeiro,Avianca,Airbus A330,0,72,Não,210,6757.72
Fortaleza,Brasília,Avianca,Boeing 737,137,230,Não,143,12725.46
Fortaleza,Salvador,Azul,Embraer 195,76,133,Não,115,12600.43
Rio de Janeiro,São Paulo,Avianca,Embraer 195,0,74,Não,115,4643.44
Salvador,Curitiba,Gol,Boeing 737,0,117,Não,231,3671.9
Belo Horizonte,Curitiba,Gol,Embraer 195,126,148,Não,211,9052.29
Recife,Rio de Janeiro,Avianca,Airbus A320,0,119,Não,59,13522.14
Salvador,Brasília,Azul,Embraer 195,0,236,Não,133,13564.68
Recife,Fortaleza,Azul,Embraer 195,0,83,Não,158,9549.31
Recife,Fortaleza,Avianca,Airbus A320,0,154,Não,184,6567.22
Recife,Salvador,LATAM,Boeing 777,85,217,Não,240,1641.26
Brasília,Salvador,Azul,Embraer 195,0,73,Não,119,8123.54
Brasília,Belo Horizonte,Gol,Airbus A330,0,113,Não,247,6704.71
Curitiba,Recife,Gol,Airbus A330,0,207,Não,94,7934.16
Rio de Janeiro,São Paulo,LATAM,Airbus A330,0,239,Não,70,13302.14
Belo Horizonte,Curitiba,Gol,Embraer 195,0,115,Não,123,9024.82
Fortaleza,Curitiba,Gol,Boeing 777,68,80,Não,61,14287.91
Curitiba,Recife,Azul,Airbus A330,41,117,Não,115,8658.82
Salvador,Fortaleza,Avianca,Embraer 195,64,91,Não,178,3796.2
Rio de Janeiro,Salvador,Azul,Boeing 777,0,71,Não,106,7533.86
Belo Horizonte,São Paulo,LATAM,Boeing 737,62,101,Não,194,13352.98
Curitiba,Salvador,LATAM,Boeing 777,0,175,Não,221,12393.6
Brasília,Rio de Janeiro,LATAM,Boeing 777,0,177,Sim,107,13909.66
Brasília,Recife,Gol,Airbus A320,0,232,Não,88,1796.84
Rio de Janeiro,Fortaleza,LATAM,Airbus A320,0,169,Não,109,4345.6
Brasília,Fortaleza,Avianca,Boeing 777,0,47,Não,98,8344.4
Belo Horizonte,São Paulo,Azul,Airbus A330,0,82,Não,158,3720.19
Curitiba,Recife,Azul,Airbus A320,0,127,Não,182,12919.24
Recife,Curitiba,Azul,Boeing 737,0,63,Não,207,12618.41
Curitiba,Recife,Azul,Boeing 737,0,161,Não,142,1847.59
Salvador,Brasília,Gol,Boeing 777,0,159,Não,212,8357.89
Salvador,Brasília,Avianca,Boeing 737,0,74,Não,166,14031.23
Salvador,Belo Horizonte,Azul,Airbus A320,109,164,Não,71,1850.29
Fortaleza,Rio de Janeiro,LATAM,Boeing 777,52,97,Não,168,9576.11
Belo Horizonte,Salvador,Azul,Boeing 777,0,119,Não,150,3861.83
São Paulo,Rio de Janeiro,Avianca,Embraer 195,79,144,Não,76,2378.39
Rio de Janeiro,São Paulo,LATAM,Boeing 737,0,213,Não,70,12954.44
Fortaleza,Salvador,Avianca,Boeing 737,44,105,Sim,242,3854.87
Fortaleza,São Paulo,Azul,Embraer 195,0,171,Não,152,4686.28
Rio de Janeiro,Curitiba,Gol,Embraer 195,0,207,Não,164,2935.94
Curitiba,Recife,Avianca,Boeing 737,126,95,Não,170,3918.28
Recife,São Paulo,LATAM,Airbus A320,0,199,Não,140,11770.3
Curitiba,Brasília,Avianca,Airbus A330,0,146,Não,68,6687.34
Curitiba,Recife,Avianca,Airbus A320,162,66,Não,64,1176.46
São Paulo,Curitiba,LATAM,Airbus A320,0,224,Não,222,2704.37
Fortaleza,Salvador,Gol,Airbus A320,0,190,Não,66,13249.64
Rio de Janeiro,Salvador,Gol,Airbus A320,42,134,Não,210,13947.65
Fortaleza,Brasília,LATAM,Boeing 737,37,93,Não,101,11123.78
Curitiba,São Paulo,Avianca,Embraer 195,0,76,Não,101,4164.82
Rio de Janeiro,Salvador,Gol,Embraer 195,151,73,Não,132,5936.95
São Paulo,Belo Horizonte,Gol,Boeing 777,0,51,Não,197,1257.96
Recife,São Paulo,LATAM,Boeing 737,0,166,Não,219,9483.23
Fortaleza,Curitiba,Azul,Airbus A320,0,133,Não,203,5563.01
Fortaleza,Recife,Azul,Boeing 777,0,90,Não,98,3223.2
Salvador,Curitiba,LATAM,Boeing 777,0,233,Não,116,13822.48
Fortaleza,Rio de Janeiro,LATAM,Embraer 195,0,191,Não,134,3809.15
Brasília,São Paulo,LATAM,Boeing 737,0,176,Não,224,6253.94
Curitiba,Brasília,LATAM,Airbus A320,0,232,Não,194,9540.97
Salvador,Recife,Azul,Embraer 195,0,117,Não,247,13969.8
Recife,Brasília,LATAM,Boeing 737,179,58,Não,111,13065.6
Curitiba,Brasília,Avianca,Embraer 195,0,134,Sim,85,2907.01
Salvador,Brasília,Avianca,Boeing 737,0,198,Não,163,14139.63
Recife,Fortaleza,Gol,Embraer 195,0,223,Não,179,9026.46
Curitiba,Recife,Azul,Embraer 195,0,160,Não,249,11961.68
Rio de Janeiro,Curitiba,Gol,Airbus A320,7,228,Não,185,9650.84
Curitiba,Brasília,Avianca,Boeing 737,117,159,Não,135,10096.63
Fortaleza,Salvador,Avianca,Embraer 195,0,167,Não,67,8732.65
Curitiba,Salvador,Azul,Boeing 777,0,127,Não,81,4944.62
Brasília,Curitiba,Gol,Airbus A330,0,84,Não,141,4323.14
Brasília,Belo Horizonte,Avianca,Embraer 195,46,206,Sim,155,8683.45
Brasília,Curitiba,LATAM,Boeing 737,0,147,Não,71,12786.53
Brasília,Recife,Avianca,Airbus A320,0,93,Não,92,9238.24
Fortaleza,São Paulo,Gol,Embraer 195,0,161,Não,121,1556.55
Brasília,Curitiba,LATAM,Airbus A320,0,231,Não,93,11147.7
Fortaleza,Salvador,LATAM,Airbus A320,0,118,Não,108,9194.33
Belo Horizonte,Brasília,Gol,Boeing 737,0,237,Não,125,14907.25
São Paulo,Belo Horizonte,Avianca,Embraer 195,82,233,Não,146,6405.54
Rio de Janeiro,Curitiba,LATAM,Embraer 195,0,167,Sim,53,2899.83
Recife,São Paulo,Gol,Airbus A330,15,87,Não,124,6731.59
Fortaleza,Salvador,Gol,Boeing 737,0,211,Não,211,10016.35
Brasília,Curitiba,Avianca,Airbus A320,0,238,Não,217,4487.54
Recife,Rio de Janeiro,LATAM,Boeing 737,83,167,Sim,54,1659.9
Brasília,Salvador,Azul,Airbus A320,0,177,Não,147,6842.31
Belo Horizonte,Recife,Gol,Boeing 737,0,93,Não,67,9495.04
São Paulo,Fortaleza,Azul,Airbus A330,0,105,Não,160,1950.48
Curitiba,Recife,Azul,Embraer 195,0,142,Não,140,2141.53
Brasília,Rio de Janeiro,Avianca,Airbus A320,0,172,Não,116,6871.11
Belo Horizonte,Curitiba,Gol,Airbus A330,0,119,Sim,159,6976.68
Recife,Curitiba,Avianca,Airbus A330,0,102,Não,202,12772.22
São Paulo,Salvador,LATAM,Airbus A330,0,105,Não,150,14055.98
Rio de Janeiro,Curitiba,Gol,Boeing 737,0,223,Não,106,9601.52
Brasília,Salvador,LATAM,Airbus A330,0,193,Não,187,11137.81
Brasília,Recife,Gol,Embraer 195,0,221,Não,208,7057.43
Curitiba,Fortaleza,LATAM,Boeing 737,161,166,Não,206,13033.89
Brasília,Rio de Janeiro,LATAM,Airbus A330,0,111,Não,158,11515.43
Salvador,Rio de Janeiro,Azul,Airbus A320,0,234,Não,231,4030.61
Salvador,Rio de Janeiro,Azul,Boeing 777,0,149,Não,186,1988.65
Curitiba,São Paulo,Gol,Airbus A330,0,220,Sim,102,13521.62
Brasília,Rio de Janeiro,LATAM,Boeing 737,0,231,Não,208,8943.11
Brasília,Belo Horizonte,Azul,Airbus A320,0,218,Não,156,6348.91
Curitiba,São Paulo,LATAM,Boeing 777,0,224,Não,53,3322.78
São Paulo,Brasília,Avianca,Embraer 195,0,94,Não,78,1844.72
Brasília,Recife,Azul,Airbus A320,0,225,Não,138,12141.99
Curitiba,Salvador,LATAM,Boeing 777,119,190,Sim,169,11354.77
Curitiba,Recife,LATAM,Embraer 195,66,78,Não,195,4647.64
Brasília,Curitiba,Azul,Embraer 195,0,148,Não,237,2845.73
Fortaleza,Salvador,Gol,Boeing 777,160,64,Não,91,11552.91
Curitiba,Salvador,Avianca,Boeing 737,132,156,Não,164,12094.79
Recife,Belo Horizonte,Gol,Boeing 777,43,128,Não,136,8450.95
Curitiba,Brasília,Avianca,Boeing 737,60,156,Não,104,4913.94
São Paulo,Recife,Avianca,Airbus A320,11,55,Não,161,5892.02
Curitiba,Rio de Janeiro,Avianca,Boeing 737,0,103,Não,166,14397.14
Fortaleza,Belo Horizonte,Azul,Airbus A330,0,98,Não,133,13107.52
Curitiba,Brasília,LATAM,Boeing 777,0,161,Não,173,11415.05
São Paulo,Brasília,LATAM,Airbus A330,0,201,Não,167,5556.61
São Paulo,Brasília,Gol,Boeing 737,79,211,Não,157,4457.79
Rio de Janeiro,Salvador,Avianca,Boeing 777,0,109,Não,249,1239.77
Salvador,Rio de Janeiro,Avianca,Boeing 777,0,146,Sim,84,14033.14
Brasília,Curitiba,LATAM,Boeing 777,46,138,Não,211,11440.64
Rio de Janeiro,Salvador,Avianca,Airbus A320,0,119,Não,133,1857.29
São Paulo,Brasília,Azul,Boeing 777,0,139,Sim,61,13721.36
Rio de Janeiro,Recife,Gol,Boeing 777,0,213,Não,185,14676.43
Curitiba,São Paulo,Gol,Boeing 737,0,95,Não,213,13802.58
Curitiba,São Paulo,Avianca,Airbus A320,0,190,Não,239,12875.6
Salvador,Rio de Janeiro,LATAM,Airbus A330,0,70,Não,137,10725.8
Brasília,Belo Horizonte,LATAM,Airbus A320,0,219,Não,67,11762.93
Fortaleza,Belo Horizonte,LATAM,Airbus A320,0,211,Não,219,14172.76
Recife,Brasília,LATAM,Boeing 777,57,50,Não,100,10169.63
São Paulo,Recife,Gol,Airbus A320,0,64,Não,160,2067.63
Fortaleza,Salvador,Avianca,Boeing 737,0,46,Não,178,8821.3
Fortaleza,Belo Horizonte,Gol,Boeing 737,126,82,Não,141,9003.65
Brasília,Fortaleza,Gol,Airbus A320,85,194,Não,59,11535.24
Belo Horizonte,Fortaleza,Avianca,Airbus A330,0,83,Não,76,7570.37
Rio de Janeiro,Salvador,Gol,Airbus A320,0,96,Não,190,1394.51
Curitiba,Recife,Gol,Boeing 737,0,144,Não,248,1139.65
Salvador,Rio de Janeiro,LATAM,Airbus A330,0,154,Não,96,2987.07
Brasília,Rio de Janeiro,Avianca,Boeing 737,0,213,Não,132,2275.63
Salvador,Brasília,LATAM,Boeing 777,0,219,Não,121,1966.16
Rio de Janeiro,Salvador,Azul,Airbus A330,0,156,Não,110,3992.5
Rio de Janeiro,Curitiba,Azul,Airbus A330,0,90,Sim,223,4927.75
Brasília,Fortaleza,Avianca,Boeing 777,0,144,Sim,90,12871.11
Fortaleza,São Paulo,Gol,Airbus A320,0,164,Não,103,14965.12
São Paulo,Recife,Azul,Boeing 737,0,215,Não,142,9880.21
Brasília,Rio de Janeiro,Avianca,Airbus A320,0,160,Não,114,7868.23
Curitiba,Recife,Avianca,Boeing 777,0,47,Não,62,4489.1
São Paulo,Salvador,Gol,Boeing 777,0,156,Não,169,1838.96
Fortaleza,Brasília,Avianca,Boeing 777,40,208,Não,188,14135.03
Fortaleza,Brasília,LATAM,Boeing 737,150,176,Não,68,12975.96
Recife,Fortaleza,Gol,Embraer 195,0,122,Não,192,13134.37
Recife,Fortaleza,Azul,Airbus A330,170,161,Não,131,9414.54
Recife,Salvador,Avianca,Boeing 737,91,214,Sim,206,14182.21
Brasília,Fortaleza,Gol,Airbus A330,0,77,Não,250,1540.82
Fortaleza,São Paulo,Gol,Embraer 195,0,85,Não,113,14612.57
Fortaleza,Curitiba,LATAM,Boeing 737,0,164,Não,92,10286.37
Curitiba,Brasília,Azul,Airbus A330,0,87,Não,58,3794.45
São Paulo,Brasília,Azul,Embraer 195,23,220,Não,65,12183.31
Curitiba,Fortaleza,Gol,Embraer 195,0,49,Não,217,1601.68
Rio de Janeiro,Recife,LATAM,Airbus A320,179,73,Não,209,12187.5
Salvador,Belo Horizonte,Azul,Boeing 737,0,173,Não,79,14703.1
Recife,Brasília,Gol,Embraer 195,0,47,Não,201,3641.71
São Paulo,Recife,Azul,Airbus A330,0,66,Não,129,4227.43
Curitiba,Rio de Janeiro,Avianca,Airbus A320,0,52,Não,76,1432.94
Belo Horizonte,Recife,LATAM,Embraer 195,0,225,Não,184,10760.96
Curitiba,Brasília,LATAM,Boeing 777,0,145,Não,167,6690.64
Belo Horizonte,Recife,LATAM,Boeing 777,0,194,Não,110,5723.77
São Paulo,Curitiba,Gol,Airbus A330,159,159,Não,130,8718.9
Recife,Brasília,Gol,Boeing 737,0,82,Não,116,14436.38
São Paulo,Rio de Janeiro,Azul,Embraer 195,0,147,Não,65,11035.87
Belo Horizonte,Salvador,Azul,Airbus A320,0,181,Não,58,11419.46
Curitiba,Rio de Janeiro,Gol,Embraer 195,0,199,Não,175,5233.7
Rio de Janeiro,Curitiba,Gol,Airbus A320,0,178,Não,125,3417.65
Rio de Janeiro,Fortaleza,Azul,Boeing 777,79,86,Não,221,8116.66
Salvador,São Paulo,Avianca,Airbus A330,82,122,Não,176,11722.87
São Paulo,Recife,Gol,Airbus A330,133,161,Não,232,11579.74
Recife,São Paulo,LATAM,Airbus A320,169,62,Não,231,10955.35
Recife,Fortaleza,Avianca,Embraer 195,0,108,Não,75,14635.28
Brasília,Salvador,LATAM,Airbus A330,0,112,Não,87,9660.23
Curitiba,Salvador,LATAM,Boeing 737,0,212,Não,62,2760.2
Curitiba,Brasília,Gol,Airbus A330,0,47,Não,136,14101.44
Curitiba,Salvador,LATAM,Boeing 777,157,233,Não,73,5500.86
Rio de Janeiro,Salvador,Azul,Airbus A330,0,147,Não,75,2891.97
São Paulo,Fortaleza,Gol,Airbus A320,0,175,Não,161,1131.84
Fortaleza,Rio de Janeiro,Azul,Boeing 737,0,118,Não,238,9468.96
Recife,Salvador,Azul,Embraer 195,0,233,Não,174,8332.74
Brasília,Belo Horizonte,LATAM,Boeing 737,0,58,Não,202,3577.2
Salvador,Recife,Gol,Boeing 737,118,229,Não,186,9177.37
Belo Horizonte,Brasília,Azul,Embraer 195,0,134,Não,149,11969.76
Salvador,Fortaleza,LATAM,Airbus A330,0,64,Não,138,3115.11
Brasília,Fortaleza,Gol,Boeing 777,0,156,Não,231,1979.11
Rio de Janeiro,Recife,Avianca,Airbus A320,163,98,Não,181,11995.32
Recife,Brasília,Azul,Boeing 737,0,106,Não,88,4048.9
Salvador,Fortaleza,Azul,Embraer 195,0,111,Não,94,3432.28
Rio de Janeiro,São Paulo,Azul,Boeing 777,88,94,Não,58,12501.51
São Paulo,Curitiba,Azul,Embraer 195,80,204,Não,185,5570.84
Curitiba,Salvador,Azul,Boeing 777,38,159,Não,153,6681.58
São Paulo,Curitiba,Gol,Boeing 737,0,137,Não,133,5905.83
Fortaleza,Curitiba,Azul,Embraer 195,0,152,Não,216,11830.36
Curitiba,Recife,Gol,Boeing 777,10,180,Não,106,1873.18
Fortaleza,Belo Horizonte,Gol,Airbus A320,0,224,Não,157,7511.58
São Paulo,Belo Horizonte,LATAM,Airbus A330,0,234,Não,50,11630.8
Fortaleza,Salvador,Azul,Boeing 777,0,143,Não,123,6953.34
Fortaleza,Brasília,Azul,Airbus A330,0,107,Não,105,6413.83
Rio de Janeiro,Recife,Avianca,Airbus A320,0,147,Não,64,5987.07
Recife,Salvador,LATAM,Airbus A330,0,112,Não,148,13375.96
Recife,Belo Horizonte,Azul,Boeing 737,113,180,Não,95,7554.14
Salvador,Belo Horizonte,Gol,Boeing 737,0,155,Não,114,3738.08
Salvador,Rio de Janeiro,LATAM,Airbus A320,75,160,Não,212,11065.17
Rio de Janeiro,Curitiba,Gol,Airbus A330,0,133,Não,59,12420.29
Brasília,São Paulo,Azul,Airbus A320,7,184,Não,89,5023.68
Salvador,São Paulo,Azul,Boeing 737,99,73,Não,229,12352.44
São Paulo,Recife,Gol,Airbus A320,0,87,Não,103,9621.35
São Paulo,Salvador,Azul,Embraer 195,0,78,Não,207,5981.0
São Paulo,Brasília,Azul,Airbus A320,130,202,Não,61,1677.74
Recife,Salvador,Gol,Airbus A320,0,143,Não,189,5960.73
Recife,Fortaleza,Avianca,Airbus A330,165,54,Não,105,14888.56
Belo Horizonte,Fortaleza,Gol,Airbus A320,0,132,Não,160,11454.92
Curitiba,Fortaleza,LATAM,Airbus A320,32,117,Não,179,1538.99
Salvador,Rio de Janeiro,Gol,Boeing 737,141,96,Não,233,2028.82
Brasília,Belo Horizonte,Azul,Boeing 737,117,74,Não,107,3227.01
Belo Horizonte,Recife,Gol,Airbus A330,0,124,Não,95,6530.81
São Paulo,Brasília,Avianca,Boeing 737,0,199,Não,211,13760.03
Recife,Brasília,Gol,Airbus A330,123,186,Não,154,14905.22
Recife,Belo Horizonte,LATAM,Boeing 737,116,76,Não,61,1824.52
Brasília,Fortaleza,Azul,Boeing 777,129,147,Não,205,5403.15
Belo Horizonte,Recife,LATAM,Airbus A330,0,205,Não,54,10636.98
Recife,Brasília,Gol,Boeing 737,0,95,Não,155,6248.42
Fortaleza,Salvador,Avianca,Airbus A330,0,124,Não,192,4291.87
Belo Horizonte,Brasília,Azul,Boeing 777,141,219,Não,110,7462.68
São Paulo,Curitiba,Avianca,Airbus A320,0,205,Não,88,13004.11
Rio de Janeiro,Recife,Gol,Airbus A330,0,169,Não,178,3892.64
Curitiba,Belo Horizonte,Gol,Boeing 737,0,189,Não,60,10460.67
São Paulo,Recife,LATAM,Boeing 777,0,133,Não,173,7346.58
São Paulo,Fortaleza,Gol,Boeing 737,148,143,Não,71,12471.16
Brasília,Curitiba,Gol,Embraer 195,0,187,Não,74,2973.5
Recife,Curitiba,Azul,Airbus A330,0,192,Sim,128,14300.83
Rio de Janeiro,Curitiba,Avianca,Boeing 737,108,163,Não,59,9084.57
Rio de Janeiro,Belo Horizonte,Avianca,Embraer 195,0,196,Não,172,12289.98
Belo Horizonte,Recife,Avianca,Boeing 777,0,201,Não,243,9635.07
São Paulo,Belo Horizonte,Avianca,Embraer 195,173,93,Não,247,13751.48
Rio de Janeiro,Salvador,LATAM,Embraer 195,61,168,Não,58,14626.03
Belo Horizonte,São Paulo,Gol,Boeing 777,0,94,Não,143,5626.14
Fortaleza,Belo Horizonte,Gol,Airbus A320,114,215,Não,207,2199.19
Belo Horizonte,São Paulo,Azul,Embraer 195,0,167,Não,215,6768.27
Fortaleza,Recife,Avianca,Airbus A320,0,161,Não,184,8067.37
Fortaleza,Recife,Avianca,Boeing 777,0,49,Não,53,1021.34
Curitiba,São Paulo,Avianca,Embraer 195,83,162,Não,61,9192.36
Belo Horizonte,Recife,LATAM,Boeing 777,0,120,Não,182,14565.99
Fortaleza,São Paulo,LATAM,Airbus A330,33,222,Não,113,9036.99
São Paulo,Fortaleza,Gol,Embraer 195,0,76,Não,223,8102.24
Belo Horizonte,Recife,LATAM,Airbus A330,99,162,Não,151,12969.78
Rio de Janeiro,São Paulo,LATAM,Boeing 777,0,56,Não,132,2788.28
Fortaleza,Belo Horizonte,Gol,Airbus A320,0,137,Não,50,7027.38
Rio de Janeiro,Salvador,LATAM,Boeing 737,0,232,Não,172,1077.99
Brasília,Recife,Azul,Embraer 195,0,52,Não,200,2631.51
Fortaleza,São Paulo,LATAM,Boeing 777,0,83,Não,124,3463.65
Recife,Rio de Janeiro,Gol,Boeing 737,75,140,Não,250,12942.88
Belo Horizonte,Rio de Janeiro,Azul,Embraer 195,0,126,Não,120,9964.84
Brasília,Curitiba,Azul,Embraer 195,0,89,Não,113,8293.51
Recife,São Paulo,Gol,Boeing 777,0,168,Não,206,8712.72
Belo Horizonte,São Paulo,LATAM,Boeing 737,17,69,Não,91,14654.27
Recife,Fortaleza,LATAM,Boeing 777,0,84,Não,57,14966.96
Curitiba,Belo Horizonte,LATAM,Airbus A320,0,114,Não,112,14182.25
Curitiba,Brasília,Azul,Airbus A320,0,224,Não,59,6971.73
São Paulo,Fortaleza,Gol,Boeing 737,0,133,Não,106,6898.26
Curitiba,Recife,Gol,Boeing 737,64,98,Não,81,13094.88
Brasília,Fortaleza,Gol,Airbus A330,113,105,Não,230,14580.22
Belo Horizonte,São Paulo,LATAM,Airbus A320,133,227,Não,247,12075.2
Belo Horizonte,Fortaleza,LATAM,Airbus A320,0,118,Não,223,11567.52
Belo Horizonte,Brasília,Azul,Airbus A330,0,141,Não,234,6830.74
Recife,Rio de Janeiro,Azul,Airbus A320,0,166,Não,119,13056.62
Curitiba,Belo Horizonte,LATAM,Boeing 777,13,97,Não,225,8196.39
Recife,Fortaleza,Azul,Boeing 777,58,71,Não,113,4392.6
Recife,Salvador,Gol,Airbus A320,32,102,Não,230,13664.48
São Paulo,Belo Horizonte,Avianca,Boeing 737,0,118,Não,192,14864.72
Fortaleza,Brasília,LATAM,Airbus A330,0,75,Não,232,1080.41
Brasília,Salvador,Avianca,Boeing 777,0,194,Não,221,3310.49
São Paulo,Brasília,Azul,Airbus A330,72,156,Não,226,13750.94
Salvador,Rio de Janeiro,Gol,Airbus A320,0,192,Não,250,7120.71
Curitiba,Rio de Janeiro,Gol,Airbus A320,69,136,Não,201,12208.23
Curitiba,Recife,Avianca,Airbus A320,0,180,Não,144,12566.92
